Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Sun, Mar 08",Chico State *,28,20,UC San Diego,4 - 2 (W) STATS NOTES,1.0,1
"Sat, Mar 21",Cal State San Bernardino *,15,-,UC San Diego,11 - 5 (W) STATS NOTES,1.0,1
"Sun, Mar 22",Cal State San Bernardino *,15,-,San Bernardino,1 - 2 (L) STATS NOTES,0.0,1
"Sun, Mar 22",Cal State San Bernardino *,15,-,San Bernardino,10 - 1 (W) (7) STATS NOTES,1.0,1
"Fri, Mar 27",Sonoma State *,16,-,Rohnert Park,4 - 3 (W) STATS NOTES,1.0,1
"Sat, Mar 28",Sonoma State *,16,-,Rohnert Park,4 - 1 (W) STATS NOTES,1.0,1
"Sat, Mar 28",Sonoma State *,16,-,Rohnert Park,3 - 5 (L) (7) STATS NOTES,0.0,1
"Sun, Mar 29",Sonoma State *,16,-,Rohnert Park,4 - 3 (W) STATS NOTES,1.0,1
"Thu, Apr 02",Cal Poly Pomona *,17,20,UC San Diego,4 - 3 (W) (11) STATS NOTES,1.0,1
"Fri, Apr 03",Cal Poly Pomona *,17,20,UC San Diego,2 - 5 (L) STATS NOTES,0.0,1
"Sat, Apr 04",Cal Poly Pomona *,17,20,Pomona,3 - 8 (L) STATS NOTES,0.0,1
"Sat, Apr 04",Cal Poly Pomona *,17,20,Pomona,7 - 11 (L) (7) STATS NOTES,0.0,1
"Tue, Apr 07",Azusa Pacific,RV,20,UC San Diego,19 - 2 (W) STATS NOTES,1.0,0
"Fri, Apr 10",Cal State Monterey Bay *,RV,-,UC San Diego,8 - 0 (W) STATS NOTES,1.0,1
"Sat, Apr 11",Cal State Monterey Bay *,RV,-,UC San Diego,5 - 0 (W) STATS NOTES,1.0,1
"Sat, Apr 11",Cal State Monterey Bay *,RV,-,UC San Diego,4 - 10 (L) (7) STATS NOTES,0.0,1
"Sun, Apr 12",Cal State Monterey Bay *,RV,-,UC San Diego,6 - 7 (L) STATS NOTES,0.0,1
"Fri, Apr 17",Cal State Stanislaus *,27,-,Turlock,11 - 0 (W) STATS NOTES,1.0,1
"Sat, Apr 18",Cal State Stanislaus *,27,-,Turlock,10 - 0 (W) STATS NOTES,1.0,1
"Sat, Apr 18",Cal State Stanislaus *,27,-,Turlock,2 - 0 (W) (7) STATS NOTES,1.0,1
"Sun, Apr 19",Cal State Stanislaus *,27,-,Turlock,1 - 2 (L) STATS NOTES,0.0,1
"Tue, Apr 21",Cal State San Bernardino *,24,-,UC San Diego,18 - 1 (W) STATS NOTES,1.0,1
"Thu, Apr 30",Cal State L.A. *,22,-,Los Angeles,2 - 3 (L) STATS NOTES,0.0,1
"Fri, May 01",Cal State L.A. *,22,-,Los Angeles,6 - 1 (W) STATS NOTES,1.0,1
"Sat, May 02",Cal State L.A. *,22,-,UC San Diego,7 - 4 (W) STATS NOTES,1.0,1
"Sat, May 02",Cal State L.A. *,22,-,UC San Diego,2 - 3 (L) (8) STATS NOTES,0.0,1
"Thu, May 07",Cal State Monterey Bay,26,-,Stockton (Klein Family Field),5 - 2 (W) STATS NOTES,1.0,0
"Fri, May 08",Cal Poly Pomona,26,18,Stockton (Klein Family Field),1 - 2 (L) STATS NOTES,0.0,0
"Sat, May 09",Cal State Dominguez Hills,26,-,Stockton (Klein Family Field),2 - 3 (L) (10) STATS NOTES,0.0,0
"Thu, May 14",Azusa Pacific,30,-,Walnut (Mazmanian Field),11 - 17 (L) STATS NOTES,0.0,0
"Fri, May 15",Point Loma,30,-,Walnut (Mazmanian Field),7 - 5 (W) STATS NOTES,1.0,0
"Sat, May 16",Dixie State,30,-,Walnut (Mazmanian Field),7 - 0 (W) STATS NOTES,1.0,0
"Mon, May 18",Azusa Pacific,30,-,Walnut (Mazmanian Field),5 - 3 (W) STATS NOTES,1.0,0
"Mon, May 18",Cal Poly Pomona,30,13,Walnut (Mazmanian Field),4 - 7 (L) STATS NOTES,0.0,0
